001_08,079_13,0.039
002_08,079_13,0.359
003_08,079_13,0.519
004_08,079_13,-0.133
005_08,079_13,-0.068
006_08,079_13,0.016
007_08,079_13,-0.126
019_14,079_13,-0.272
020_14,079_13,-0.010
021_14,079_13,-0.200
022_14,079_13,0.093
023_14,079_13,0.249
024_14,079_13,0.289
025_14,079_13,0.071
026_14,079_13,0.170
027_14,079_13,0.899
028_14,079_13,0.618
076_13,079_13,0.516
077_13,079_13,0.775
078_13,079_13,0.517
001_08,080_13,-0.343
002_08,080_13,-0.172
003_08,080_13,0.454
004_08,080_13,0.163
005_08,080_13,-0.156
006_08,080_13,0.093
007_08,080_13,0.344
019_14,080_13,0.331
020_14,080_13,-0.069
021_14,080_13,-0.515
022_14,080_13,0.564
023_14,080_13,0.081
024_14,080_13,0.332
025_14,080_13,0.052
026_14,080_13,0.270
027_14,080_13,0.127
028_14,080_13,0.328
076_13,080_13,0.458
077_13,080_13,0.282
078_13,080_13,0.449
079_13,080_13,0.267
001_08,081_13,-0.024
002_08,081_13,-0.051
003_08,081_13,0.170
004_08,081_13,0.104
005_08,081_13,-0.008
006_08,081_13,-0.206
007_08,081_13,0.112
019_14,081_13,0.272
020_14,081_13,-0.184
021_14,081_13,-0.254
022_14,081_13,-0.173
023_14,081_13,0.120
024_14,081_13,0.356
025_14,081_13,-0.161
026_14,081_13,0.462
027_14,081_13,0.248
028_14,081_13,0.312
076_13,081_13,0.166
077_13,081_13,0.159
078_13,081_13,0.022
079_13,081_13,0.123
080_13,081_13,0.069
001_08,082_13,-0.577
002_08,082_13,0.322
003_08,082_13,0.236
004_08,082_13,0.151
005_08,082_13,-0.265
006_08,082_13,0.103
007_08,082_13,0.178
019_14,082_13,-0.107
020_14,082_13,-0.511
021_14,082_13,-0.284
022_14,082_13,0.094
023_14,082_13,0.303
024_14,082_13,0.153
025_14,082_13,-0.289
026_14,082_13,0.080
027_14,082_13,0.614
028_14,082_13,0.269
076_13,082_13,-0.001
077_13,082_13,-0.068
078_13,082_13,0.390
079_13,082_13,0.529
080_13,082_13,0.115
081_13,082_13,0.165
001_08,083_13,0.053
002_08,083_13,0.027
003_08,083_13,-0.315
004_08,083_13,0.274
005_08,083_13,-0.303
006_08,083_13,-0.274
007_08,083_13,0.012
019_14,083_13,-0.021
020_14,083_13,-0.348
021_14,083_13,0.262
022_14,083_13,0.126
023_14,083_13,-0.200
024_14,083_13,-0.067
025_14,083_13,-0.285
026_14,083_13,-0.019
027_14,083_13,-0.240
028_14,083_13,0.009
076_13,083_13,-0.399
077_13,083_13,-0.333
078_13,083_13,-0.042
079_13,083_13,-0.331
080_13,083_13,-0.253
081_13,083_13,-0.003
082_13,083_13,-0.307
001_08,084_13,0.278
002_08,084_13,-0.046
003_08,084_13,0.383
004_08,084_13,-0.183
005_08,084_13,0.286
006_08,084_13,-0.024
007_08,084_13,-0.166
019_14,084_13,-0.344
020_14,084_13,-0.176
021_14,084_13,-0.261
022_14,084_13,-0.045
023_14,084_13,0.144
024_14,084_13,0.015
025_14,084_13,-0.172
026_14,084_13,0.532
027_14,084_13,0.757
028_14,084_13,0.380
076_13,084_13,0.779
077_13,084_13,0.615
078_13,084_13,0.380
079_13,084_13,0.625
080_13,084_13,0.258
081_13,084_13,0.311
082_13,084_13,0.199
083_13,084_13,-0.403
001_08,085_13,-0.887
002_08,085_13,-0.217
003_08,085_13,-0.803
004_08,085_13,0.297
005_08,085_13,-0.405
006_08,085_13,-0.349
007_08,085_13,0.496
019_14,085_13,0.303
020_14,085_13,-0.096
021_14,085_13,-0.335
022_14,085_13,-0.306
023_14,085_13,-0.476
024_14,085_13,-0.469
025_14,085_13,-0.096
026_14,085_13,-0.312
027_14,085_13,-0.618
028_14,085_13,-0.288
076_13,085_13,-0.686
077_13,085_13,-0.772
078_13,085_13,-0.302
079_13,085_13,-0.618
080_13,085_13,-0.122
081_13,085_13,-0.136
082_13,085_13,-0.533
083_13,085_13,-0.398
084_13,085_13,-0.618
001_08,086_13,0.251
002_08,086_13,0.165
003_08,086_13,-0.250
004_08,086_13,-0.173
005_08,086_13,0.524
006_08,086_13,0.083
007_08,086_13,-0.058
019_14,086_13,-0.236
020_14,086_13,-0.647
021_14,086_13,-0.036
022_14,086_13,-0.293
023_14,086_13,0.037
024_14,086_13,-0.410
025_14,086_13,-0.383
026_14,086_13,0.279
027_14,086_13,0.363
028_14,086_13,0.082
076_13,086_13,0.083
077_13,086_13,-0.140
078_13,086_13,-0.112
079_13,086_13,0.059
080_13,086_13,-0.337
081_13,086_13,0.222
082_13,086_13,0.189
083_13,086_13,-0.195
084_13,086_13,0.467
085_13,086_13,-0.562
001_08,087_13,-0.368
002_08,087_13,-0.484
003_08,087_13,-0.648
004_08,087_13,-0.511
005_08,087_13,-0.338
006_08,087_13,-0.593
007_08,087_13,-0.368
019_14,087_13,-0.497
020_14,087_13,0.525
021_14,087_13,0.090
022_14,087_13,-0.049
023_14,087_13,-0.204
024_14,087_13,-0.249
025_14,087_13,0.480
026_14,087_13,-0.580
027_14,087_13,-0.492
028_14,087_13,-0.657
076_13,087_13,-0.221
077_13,087_13,-0.255
078_13,087_13,-0.917
079_13,087_13,-0.366
080_13,087_13,-0.555
081_13,087_13,-0.466
082_13,087_13,-0.776
083_13,087_13,-0.399
084_13,087_13,-0.469
085_13,087_13,0.258
086_13,087_13,-0.524
001_08,089_13,-0.125
002_08,089_13,-0.028
003_08,089_13,0.051
004_08,089_13,-0.050
005_08,089_13,0.136
006_08,089_13,-0.040
007_08,089_13,-0.303
019_14,089_13,-0.673
020_14,089_13,0.090
021_14,089_13,-0.010
022_14,089_13,-0.148
023_14,089_13,0.527
024_14,089_13,-0.118
025_14,089_13,-0.134
026_14,089_13,0.034
027_14,089_13,0.753
028_14,089_13,0.202
076_13,089_13,0.287
077_13,089_13,0.297
078_13,089_13,0.043
079_13,089_13,0.570
080_13,089_13,-0.171
081_13,089_13,-0.057
082_13,089_13,0.399
083_13,089_13,-0.517
084_13,089_13,0.518
085_13,089_13,-0.753
086_13,089_13,0.143
087_13,089_13,-0.284
001_08,090_13,-0.077
002_08,090_13,0.098
003_08,090_13,0.271
004_08,090_13,-0.038
005_08,090_13,-0.060
006_08,090_13,-0.122
007_08,090_13,-0.211
019_14,090_13,-0.539
020_14,090_13,0.004
021_14,090_13,-0.206
022_14,090_13,0.229
023_14,090_13,0.386
024_14,090_13,0.187
025_14,090_13,-0.120
026_14,090_13,0.319
027_14,090_13,1.000
028_14,090_13,0.539
076_13,090_13,0.458
077_13,090_13,0.507
078_13,090_13,0.412
079_13,090_13,0.730
080_13,090_13,0.020
081_13,090_13,0.056
082_13,090_13,0.462
083_13,090_13,-0.247
084_13,090_13,0.589
085_13,090_13,-0.618
086_13,090_13,0.080
087_13,090_13,-0.243
089_13,090_13,0.722
001_08,091_13,0.084
002_08,091_13,-0.296
003_08,091_13,0.165
004_08,091_13,0.188
005_08,091_13,0.098
006_08,091_13,-0.259
007_08,091_13,0.510
019_14,091_13,0.389
020_14,091_13,0.263
021_14,091_13,-0.076
022_14,091_13,0.275
023_14,091_13,0.336
024_14,091_13,0.362
025_14,091_13,0.226
026_14,091_13,0.504
027_14,091_13,-0.120
028_14,091_13,0.330
076_13,091_13,0.172
077_13,091_13,0.281
078_13,091_13,0.158
079_13,091_13,-0.070
080_13,091_13,0.340
081_13,091_13,0.502
082_13,091_13,-0.204
083_13,091_13,0.071
084_13,091_13,0.121
085_13,091_13,0.170
086_13,091_13,0.118
087_13,091_13,-0.250
089_13,091_13,-0.187
090_13,091_13,-0.163
001_08,092_13,-0.180
002_08,092_13,-0.084
003_08,092_13,-0.007
004_08,092_13,0.067
005_08,092_13,0.315
006_08,092_13,0.179
007_08,092_13,0.833
019_14,092_13,0.471
020_14,092_13,-0.072
021_14,092_13,0.040
022_14,092_13,0.222
023_14,092_13,0.268
024_14,092_13,0.069
025_14,092_13,0.096
026_14,092_13,0.620
027_14,092_13,-0.003
028_14,092_13,0.385
076_13,092_13,0.017
077_13,092_13,-0.025
078_13,092_13,0.534
079_13,092_13,-0.007
080_13,092_13,0.287
081_13,092_13,0.230
082_13,092_13,0.123
083_13,092_13,-0.037
084_13,092_13,0.069
085_13,092_13,0.439
086_13,092_13,0.270
087_13,092_13,-0.329
089_13,092_13,-0.091
090_13,092_13,-0.076
091_13,092_13,0.738
001_08,093_13,0.280
002_08,093_13,0.194
003_08,093_13,0.029
004_08,093_13,-0.185
005_08,093_13,0.114
006_08,093_13,-0.175
007_08,093_13,0.165
019_14,093_13,-0.083
020_14,093_13,-0.409
021_14,093_13,-0.472
022_14,093_13,-0.119
023_14,093_13,-0.133
024_14,093_13,-0.074
025_14,093_13,-0.325
026_14,093_13,0.732
027_14,093_13,0.451
028_14,093_13,0.473
076_13,093_13,0.273
077_13,093_13,0.204
078_13,093_13,0.217
079_13,093_13,0.230
080_13,093_13,-0.119
081_13,093_13,0.441
082_13,093_13,-0.272
083_13,093_13,0.087
084_13,093_13,0.374
085_13,093_13,-0.340
086_13,093_13,0.177
087_13,093_13,-0.700
089_13,093_13,-0.113
090_13,093_13,0.257
091_13,093_13,0.460
092_13,093_13,0.391
001_08,094_13,-0.486
002_08,094_13,0.004
003_08,094_13,0.232
004_08,094_13,0.628
005_08,094_13,-0.332
006_08,094_13,-0.014
007_08,094_13,0.359
019_14,094_13,-0.048
020_14,094_13,-0.399
021_14,094_13,-0.660
022_14,094_13,0.334
023_14,094_13,-0.227
024_14,094_13,0.165
025_14,094_13,-0.316
026_14,094_13,0.307
027_14,094_13,0.191
028_14,094_13,0.250
076_13,094_13,-0.098
077_13,094_13,-0.070
078_13,094_13,0.661
079_13,094_13,0.006
080_13,094_13,0.127
081_13,094_13,-0.025
082_13,094_13,0.114
083_13,094_13,0.336
084_13,094_13,-0.024
085_13,094_13,0.023
086_13,094_13,-0.222
087_13,094_13,-0.592
089_13,094_13,-0.186
090_13,094_13,0.118
091_13,094_13,0.051
092_13,094_13,0.120
093_13,094_13,0.215
001_08,095_13,-0.360
002_08,095_13,0.093
003_08,095_13,-0.338
004_08,095_13,-0.517
005_08,095_13,-0.332
006_08,095_13,-0.321
007_08,095_13,0.198
019_14,095_13,0.119
020_14,095_13,0.329
021_14,095_13,0.071
022_14,095_13,-0.068
023_14,095_13,-0.059
024_14,095_13,-0.201
025_14,095_13,0.421
026_14,095_13,-0.218
027_14,095_13,-0.188
028_14,095_13,-0.084
076_13,095_13,-0.412
077_13,095_13,-0.263
078_13,095_13,-0.353
079_13,095_13,0.011
080_13,095_13,-0.269
081_13,095_13,-0.159
082_13,095_13,-0.056
083_13,095_13,-0.317
084_13,095_13,-0.529
085_13,095_13,0.447
086_13,095_13,-0.176
087_13,095_13,0.190
089_13,095_13,-0.355
090_13,095_13,-0.344
091_13,095_13,0.154
092_13,095_13,0.370
093_13,095_13,-0.209
094_13,095_13,-0.468
001_08,096_13,-0.596
002_08,096_13,-0.312
003_08,096_13,0.273
004_08,096_13,0.146
005_08,096_13,-0.375
006_08,096_13,-0.296
007_08,096_13,0.242
019_14,096_13,0.326
020_14,096_13,-0.362
021_14,096_13,-0.811
022_14,096_13,0.488
023_14,096_13,0.055
024_14,096_13,0.132
025_14,096_13,-0.219
026_14,096_13,0.310
027_14,096_13,0.580
028_14,096_13,0.138
076_13,096_13,0.559
077_13,096_13,0.243
078_13,096_13,0.503
079_13,096_13,0.359
080_13,096_13,0.555
081_13,096_13,0.432
082_13,096_13,0.333
083_13,096_13,-0.271
084_13,096_13,0.514
085_13,096_13,-0.707
086_13,096_13,0.028
087_13,096_13,-0.907
089_13,096_13,-0.103
090_13,096_13,0.181
091_13,096_13,0.208
092_13,096_13,0.195
093_13,096_13,-0.313
094_13,096_13,0.303
095_13,096_13,-0.746
001_08,097_13,-0.153
002_08,097_13,-0.150
003_08,097_13,0.284
004_08,097_13,-0.206
005_08,097_13,-0.134
006_08,097_13,-0.248
007_08,097_13,0.099
019_14,097_13,-0.138
020_14,097_13,0.578
021_14,097_13,0.110
022_14,097_13,0.122
023_14,097_13,0.234
024_14,097_13,0.345
025_14,097_13,0.620
026_14,097_13,0.279
027_14,097_13,0.152
028_14,097_13,0.338
076_13,097_13,0.173
077_13,097_13,0.295
078_13,097_13,-0.083
079_13,097_13,0.276
080_13,097_13,0.144
081_13,097_13,0.472
082_13,097_13,-0.017
083_13,097_13,-0.228
084_13,097_13,0.130
085_13,097_13,-0.048
086_13,097_13,-0.174
087_13,097_13,0.157
089_13,097_13,-0.021
090_13,097_13,0.036
091_13,097_13,0.490
092_13,097_13,0.297
093_13,097_13,0.083
094_13,097_13,-0.254
095_13,097_13,0.373
096_13,097_13,-0.132
001_08,098_13,-0.222
002_08,098_13,0.057
003_08,098_13,-0.169
004_08,098_13,-0.460
005_08,098_13,-0.050
006_08,098_13,0.016
007_08,098_13,-0.189
019_14,098_13,-0.641
020_14,098_13,0.073
021_14,098_13,0.455
022_14,098_13,-0.230
023_14,098_13,0.156
024_14,098_13,-0.365
025_14,098_13,0.143
026_14,098_13,-0.102
027_14,098_13,0.342
028_14,098_13,0.220
076_13,098_13,-0.046
077_13,098_13,-0.132
078_13,098_13,-0.180
079_13,098_13,0.427
080_13,098_13,-0.115
081_13,098_13,-0.324
082_13,098_13,0.191
083_13,098_13,-0.369
084_13,098_13,0.053
085_13,098_13,-0.277
086_13,098_13,-0.216
087_13,098_13,-0.072
089_13,098_13,0.396
090_13,098_13,0.339
091_13,098_13,-0.389
092_13,098_13,-0.006
093_13,098_13,-0.371
094_13,098_13,-0.520
095_13,098_13,0.150
096_13,098_13,-0.780
097_13,098_13,0.220
001_08,099_13,0.143
002_08,099_13,-0.133
003_08,099_13,0.365
004_08,099_13,0.021
005_08,099_13,0.277
006_08,099_13,0.134
007_08,099_13,0.381
019_14,099_13,0.433
020_14,099_13,0.055
021_14,099_13,-0.009
022_14,099_13,0.294
023_14,099_13,0.233
024_14,099_13,0.396
025_14,099_13,0.148
026_14,099_13,0.711
027_14,099_13,0.065
028_14,099_13,0.353
076_13,099_13,0.399
077_13,099_13,0.186
078_13,099_13,0.221
079_13,099_13,-0.049
080_13,099_13,0.512
081_13,099_13,0.732
082_13,099_13,0.081
083_13,099_13,0.096
084_13,099_13,0.324
085_13,099_13,-0.163
086_13,099_13,0.235
087_13,099_13,-0.253
089_13,099_13,-0.140
090_13,099_13,-0.028
091_13,099_13,0.721
092_13,099_13,0.487
093_13,099_13,0.500
094_13,099_13,-0.015
095_13,099_13,-0.013
096_13,099_13,0.512
097_13,099_13,0.644
098_13,099_13,-0.172
001_08,100_13,0.660
002_08,100_13,0.093
003_08,100_13,0.447
004_08,100_13,-0.518
005_08,100_13,0.163
006_08,100_13,-0.106
007_08,100_13,-0.195
019_14,100_13,-0.349
020_14,100_13,0.194
021_14,100_13,-0.384
022_14,100_13,-0.060
023_14,100_13,0.069
024_14,100_13,0.154
025_14,100_13,0.324
026_14,100_13,0.263
027_14,100_13,0.297
028_14,100_13,0.150
076_13,100_13,0.604
077_13,100_13,0.638
078_13,100_13,-0.302
079_13,100_13,0.260
080_13,100_13,-0.060
081_13,100_13,0.192
082_13,100_13,-0.357
083_13,100_13,-0.271
084_13,100_13,0.394
085_13,100_13,-0.843
086_13,100_13,0.073
087_13,100_13,-0.229
089_13,100_13,-0.054
090_13,100_13,0.148
091_13,100_13,0.186
092_13,100_13,-0.111
093_13,100_13,0.434
094_13,100_13,-0.298
095_13,100_13,-0.289
096_13,100_13,-0.244
097_13,100_13,0.133
098_13,100_13,-0.292
099_13,100_13,0.376
001_08,102_13,0.055
002_08,102_13,0.898
003_08,102_13,-0.030
004_08,102_13,-0.008
005_08,102_13,0.072
006_08,102_13,0.463
007_08,102_13,0.014
019_14,102_13,0.094
020_14,102_13,-0.658
021_14,102_13,-0.212
022_14,102_13,-0.106
023_14,102_13,-0.220
024_14,102_13,-0.076
025_14,102_13,-0.328
026_14,102_13,-0.255
027_14,102_13,0.002
028_14,102_13,0.162
076_13,102_13,-0.312
077_13,102_13,-0.326
078_13,102_13,-0.040
079_13,102_13,0.240
080_13,102_13,0.016
081_13,102_13,-0.206
082_13,102_13,0.148
083_13,102_13,-0.028
084_13,102_13,-0.212
085_13,102_13,0.078
086_13,102_13,0.007
087_13,102_13,-0.487
089_13,102_13,-0.179
090_13,102_13,-0.054
091_13,102_13,-0.259
092_13,102_13,-0.035
093_13,102_13,0.100
094_13,102_13,-0.052
095_13,102_13,0.136
096_13,102_13,-0.482
097_13,102_13,-0.248
098_13,102_13,0.107
099_13,102_13,-0.186
100_13,102_13,0.002
001_08,103_13,0.404
002_08,103_13,0.434
003_08,103_13,0.114
004_08,103_13,-0.508
005_08,103_13,0.182
006_08,103_13,0.301
007_08,103_13,-0.104
019_14,103_13,-0.345
020_14,103_13,-0.485
021_14,103_13,0.437
022_14,103_13,-0.102
023_14,103_13,-0.116
024_14,103_13,-0.289
025_14,103_13,-0.182
026_14,103_13,0.164
027_14,103_13,0.496
028_14,103_13,0.237
076_13,103_13,0.198
077_13,103_13,-0.032
078_13,103_13,0.107
079_13,103_13,0.453
080_13,103_13,-0.103
081_13,103_13,-0.119
082_13,103_13,0.309
083_13,103_13,0.123
084_13,103_13,0.318
085_13,103_13,-0.869
086_13,103_13,0.246
087_13,103_13,-0.434
089_13,103_13,0.221
090_13,103_13,0.342
091_13,103_13,-0.335
092_13,103_13,0.001
093_13,103_13,0.096
094_13,103_13,-0.234
095_13,103_13,-0.066
096_13,103_13,-0.171
097_13,103_13,-0.083
098_13,103_13,0.638
099_13,103_13,-0.041
100_13,103_13,0.135
102_13,103_13,0.335
001_08,104_13,-0.174
002_08,104_13,-0.521
003_08,104_13,-0.009
004_08,104_13,-0.150
005_08,104_13,-0.273
006_08,104_13,-0.524
007_08,104_13,-0.141
019_14,104_13,0.250
020_14,104_13,0.073
021_14,104_13,-0.475
022_14,104_13,0.037
023_14,104_13,0.023
024_14,104_13,0.082
025_14,104_13,-0.059
026_14,104_13,0.113
027_14,104_13,0.124
028_14,104_13,0.030
076_13,104_13,0.473
077_13,104_13,0.434
078_13,104_13,-0.019
079_13,104_13,0.133
080_13,104_13,0.562
081_13,104_13,0.287
082_13,104_13,-0.169
083_13,104_13,-0.354
084_13,104_13,0.309
085_13,104_13,-0.168
086_13,104_13,-0.167
087_13,104_13,-0.213
089_13,104_13,-0.131
090_13,104_13,-0.033
091_13,104_13,0.293
092_13,104_13,-0.014
093_13,104_13,-0.036
094_13,104_13,-0.295
095_13,104_13,-0.169
096_13,104_13,0.371
097_13,104_13,0.056
098_13,104_13,-0.336
099_13,104_13,0.380
100_13,104_13,0.023
102_13,104_13,-0.409
103_13,104_13,-0.340
001_08,105_13,0.222
002_08,105_13,0.151
003_08,105_13,-0.585
004_08,105_13,-0.410
005_08,105_13,0.174
006_08,105_13,-0.108
007_08,105_13,-0.440
019_14,105_13,-0.540
020_14,105_13,-0.599
021_14,105_13,0.586
022_14,105_13,-0.580
023_14,105_13,-0.099
024_14,105_13,-0.564
025_14,105_13,-0.503
026_14,105_13,-0.300
027_14,105_13,0.118
028_14,105_13,-0.142
076_13,105_13,-0.238
077_13,105_13,-0.332
078_13,105_13,-0.452
079_13,105_13,0.231
080_13,105_13,-0.698
081_13,105_13,0.024
082_13,105_13,0.034
083_13,105_13,0.197
084_13,105_13,0.125
085_13,105_13,-0.876
086_13,105_13,0.329
087_13,105_13,-0.517
089_13,105_13,0.350
090_13,105_13,0.118
091_13,105_13,-0.298
092_13,105_13,-0.135
093_13,105_13,-0.261
094_13,105_13,-0.543
095_13,105_13,-0.270
096_13,105_13,-0.667
097_13,105_13,-0.294
098_13,105_13,0.263
099_13,105_13,-0.200
100_13,105_13,-0.348
102_13,105_13,-0.047
103_13,105_13,0.740
104_13,105_13,-0.438
001_08,106_13,-0.041
002_08,106_13,-0.188
003_08,106_13,0.038
004_08,106_13,-0.116
005_08,106_13,0.123
006_08,106_13,-0.272
007_08,106_13,-0.082
019_14,106_13,-0.162
020_14,106_13,-0.386
021_14,106_13,-0.344
022_14,106_13,-0.214
023_14,106_13,0.153
024_14,106_13,-0.035
025_14,106_13,-0.349
026_14,106_13,0.457
027_14,106_13,0.599
028_14,106_13,0.242
076_13,106_13,0.485
077_13,106_13,0.343
078_13,106_13,0.196
079_13,106_13,0.405
080_13,106_13,0.077
081_13,106_13,0.591
082_13,106_13,0.331
083_13,106_13,-0.367
084_13,106_13,0.787
085_13,106_13,-0.527
086_13,106_13,0.648
087_13,106_13,-0.679
089_13,106_13,0.264
090_13,106_13,0.326
091_13,106_13,0.253
092_13,106_13,0.201
093_13,106_13,0.185
094_13,106_13,-0.160
095_13,106_13,-0.388
096_13,106_13,0.452
097_13,106_13,0.093
098_13,106_13,-0.272
099_13,106_13,0.505
100_13,106_13,0.066
102_13,106_13,-0.399
103_13,106_13,0.076
104_13,106_13,0.458
105_13,106_13,0.120
001_08,236_14,0.172
002_08,236_14,0.140
003_08,236_14,-0.265
004_08,236_14,-0.200
005_08,236_14,-0.007
006_08,236_14,0.120
007_08,236_14,0.320
019_14,236_14,-0.100
020_14,236_14,-0.789
021_14,236_14,0.272
022_14,236_14,-0.181
023_14,236_14,-0.443
024_14,236_14,-0.466
025_14,236_14,-0.596
026_14,236_14,0.235
027_14,236_14,-0.129
028_14,236_14,-0.197
076_13,236_14,-0.165
077_13,236_14,-0.534
078_13,236_14,0.084
079_13,236_14,-0.252
080_13,236_14,-0.199
081_13,236_14,-0.196
082_13,236_14,-0.175
083_13,236_14,0.584
084_13,236_14,-0.040
085_13,236_14,-0.493
086_13,236_14,0.079
087_13,236_14,-0.782
089_13,236_14,-0.381
090_13,236_14,-0.237
091_13,236_14,-0.094
092_13,236_14,0.265
093_13,236_14,0.050
094_13,236_14,0.139
095_13,236_14,-0.538
096_13,236_14,-0.318
097_13,236_14,-0.514
098_13,236_14,-0.057
099_13,236_14,0.091
100_13,236_14,-0.284
102_13,236_14,0.072
103_13,236_14,0.728
104_13,236_14,-0.585
105_13,236_14,0.479
106_13,236_14,-0.238
001_08,237_14,-0.400
002_08,237_14,-0.087
003_08,237_14,-0.542
004_08,237_14,-0.112
005_08,237_14,0.177
006_08,237_14,0.105
007_08,237_14,0.016
019_14,237_14,-0.214
020_14,237_14,0.024
021_14,237_14,0.012
022_14,237_14,-0.003
023_14,237_14,-0.119
024_14,237_14,-0.250
025_14,237_14,0.107
026_14,237_14,-0.025
027_14,237_14,-0.147
028_14,237_14,0.271
076_13,237_14,-0.331
077_13,237_14,-0.355
078_13,237_14,-0.247
079_13,237_14,-0.160
080_13,237_14,-0.026
081_13,237_14,-0.209
082_13,237_14,-0.362
083_13,237_14,-0.135
084_13,237_14,-0.334
085_13,237_14,0.678
086_13,237_14,-0.226
087_13,237_14,0.305
089_13,237_14,-0.282
090_13,237_14,-0.057
091_13,237_14,-0.041
092_13,237_14,0.171
093_13,237_14,-0.110
094_13,237_14,-0.272
095_13,237_14,0.239
096_13,237_14,-0.749
097_13,237_14,0.140
098_13,237_14,0.343
099_13,237_14,0.022
